Run	Sample_Name	body_site	submitted_subject_id
SRR8223252	GTEX-14PK6-1626-SM-6871I	Small Intestine - Terminal Ileum	GTEX-14PK6
SRR8223270	GTEX-14PKU-1626-SM-6871C	Small Intestine - Terminal Ileum	GTEX-14PKU
SRR8233758	GTEX-14PKV-2026-SM-6AJ9A	Small Intestine - Terminal Ileum	GTEX-14PKV
SRR8225359	GTEX-14PN3-2026-SM-68729	Small Intestine - Terminal Ileum	GTEX-14PN3
SRR8225406	GTEX-14XAO-1926-SM-6ETZO	Small Intestine - Terminal Ileum	GTEX-14XAO
SRR8225587	GTEX-15DZA-0826-SM-6AJBF	Small Intestine - Terminal Ileum	GTEX-15DZA
SRR8225736	GTEX-15G1A-1726-SM-6LPI4	Small Intestine - Terminal Ileum	GTEX-15G1A
SRR8225936	GTEX-16A39-1426-SM-6LLI6	Small Intestine - Terminal Ileum	GTEX-16A39
SRR8225946	GTEX-16AAH-1426-SM-7KFTR	Small Intestine - Terminal Ileum	GTEX-16AAH
SRR8226011	GTEX-16MTA-1526-SM-6LPJB	Small Intestine - Terminal Ileum	GTEX-16MTA
SRR8226038	GTEX-16NGA-1126-SM-7KFSY	Small Intestine - Terminal Ileum	GTEX-16NGA
SRR8226393	GTEX-17HHE-1726-SM-79OKT	Small Intestine - Terminal Ileum	GTEX-17HHE
SRR8226482	GTEX-17KNJ-1626-SM-718AL	Small Intestine - Terminal Ileum	GTEX-17KNJ
SRR8226522	GTEX-17MFQ-1026-SM-7KFSZ	Small Intestine - Terminal Ileum	GTEX-17MFQ
SRR8226546	GTEX-183FY-1626-SM-793D8	Small Intestine - Terminal Ileum	GTEX-183FY
SRR8226627	GTEX-18A66-2526-SM-7KFTZ	Small Intestine - Terminal Ileum	GTEX-18A66
SRR8226776	GTEX-18QFQ-1626-SM-72D7H	Small Intestine - Terminal Ileum	GTEX-18QFQ
SRR8226939	GTEX-1AMFI-1926-SM-731F2	Small Intestine - Terminal Ileum	GTEX-1AMFI
SRR8226984	GTEX-1AX8Z-2526-SM-731E3	Small Intestine - Terminal Ileum	GTEX-1AX8Z
SRR8227088	GTEX-1B8KE-1726-SM-7IGMN	Small Intestine - Terminal Ileum	GTEX-1B8KE
SRR8227107	GTEX-1B8KZ-1126-SM-7IGLX	Small Intestine - Terminal Ileum	GTEX-1B8KZ
SRR8227281	GTEX-1BAJH-2526-SM-7IGOT	Small Intestine - Terminal Ileum	GTEX-1BAJH
SRR8227310	GTEX-1C475-1426-SM-793CH	Small Intestine - Terminal Ileum	GTEX-1C475
SRR8227358	GTEX-1C64O-2526-SM-79ONO	Small Intestine - Terminal Ileum	GTEX-1C64O
SRR8227417	GTEX-1CAMR-0826-SM-7MKFK	Small Intestine - Terminal Ileum	GTEX-1CAMR
SRR8227433	GTEX-1CAMS-2426-SM-7DHMV	Small Intestine - Terminal Ileum	GTEX-1CAMS
SRR8227548	GTEX-1EMGI-2826-SM-7IGMR	Small Intestine - Terminal Ileum	GTEX-1EMGI
SRR8227598	GTEX-1GL5R-2026-SM-7MKHP	Small Intestine - Terminal Ileum	GTEX-1GL5R
SRR8227599	GTEX-1GMR2-1026-SM-7MKHJ	Small Intestine - Terminal Ileum	GTEX-1GMR2
SRR8227601	GTEX-1GMR3-2726-SM-7MKFB	Small Intestine - Terminal Ileum	GTEX-1GMR3
SRR8231711	GTEX-YFCO-1326-SM-664NV	Small Intestine - Terminal Ileum	GTEX-YFCO
SRR8219694	GTEX-12WSG-5007-SM-7DUGZ	Esophagus - Mucosa	GTEX-12WSG
SRR8219988	GTEX-13113-5007-SM-793CD	Esophagus - Mucosa	GTEX-13113
SRR8220081	GTEX-131XF-5004-SM-79OMG	Esophagus - Mucosa	GTEX-131XF
SRR8221318	GTEX-13OVK-1126-SM-6PAMR	Esophagus - Mucosa	GTEX-13OVK
SRR8221488	GTEX-13PL7-0226-SM-731DT	Esophagus - Mucosa	GTEX-13PL7
SRR8221961	GTEX-13YAN-1926-SM-7EPH9	Esophagus - Mucosa	GTEX-13YAN
SRR8222114	GTEX-145LU-0926-SM-79OJL	Esophagus - Mucosa	GTEX-145LU
SRR8222415	GTEX-148VI-1026-SM-5TDDJ	Esophagus - Mucosa	GTEX-148VI
SRR8222497	GTEX-14A6H-5010-SM-79OOV	Esophagus - Mucosa	GTEX-14A6H
SRR8222559	GTEX-14B4R-0326-SM-5TDDP	Esophagus - Mucosa	GTEX-14B4R
SRR8222601	GTEX-14BIM-1326-SM-7EWD1	Esophagus - Mucosa	GTEX-14BIM
SRR8222750	GTEX-14C5O-1626-SM-73KYH	Esophagus - Mucosa	GTEX-14C5O
SRR8222798	GTEX-14DAR-0826-SM-73KYJ	Esophagus - Mucosa	GTEX-14DAR
SRR8222912	GTEX-14E7W-1726-SM-5ZZWB	Esophagus - Mucosa	GTEX-14E7W
SRR8222939	GTEX-14ICK-2026-SM-6AJB2	Esophagus - Mucosa	GTEX-14ICK
SRR8222985	GTEX-14JG6-0926-SM-6871Y	Esophagus - Mucosa	GTEX-14JG6
SRR8223008	GTEX-14JIY-0926-SM-6871D	Esophagus - Mucosa	GTEX-14JIY
SRR8223074	GTEX-14PHY-0626-SM-664NN	Esophagus - Mucosa	GTEX-14PHY
SRR8223106	GTEX-14PJ3-0626-SM-7KFRZ	Esophagus - Mucosa	GTEX-14PJ3
SRR8223136	GTEX-14PJ4-1526-SM-664OA	Esophagus - Mucosa	GTEX-14PJ4
SRR8223149	GTEX-14PJ5-0526-SM-664OE	Esophagus - Mucosa	GTEX-14PJ5
SRR8223165	GTEX-14PJ6-1026-SM-686ZB	Esophagus - Mucosa	GTEX-14PJ6
SRR8223196	GTEX-14PJM-1526-SM-664NY	Esophagus - Mucosa	GTEX-14PJM
SRR8223208	GTEX-14PJN-0526-SM-68724	Esophagus - Mucosa	GTEX-14PJN
SRR8223251	GTEX-14PK6-1326-SM-686ZE	Esophagus - Mucosa	GTEX-14PK6
SRR8223280	GTEX-14PKV-1726-SM-6871U	Esophagus - Mucosa	GTEX-14PKV
SRR8225517	GTEX-15DCD-1626-SM-6AJBH	Esophagus - Mucosa	GTEX-15DCD
SRR8225521	GTEX-15DCE-1326-SM-6LPJL	Esophagus - Mucosa	GTEX-15DCE
SRR8225534	GTEX-15DCZ-2426-SM-6871N	Esophagus - Mucosa	GTEX-15DCZ
SRR8225572	GTEX-15DYW-1826-SM-6LPIY	Esophagus - Mucosa	GTEX-15DYW
SRR8225605	GTEX-15EO6-1026-SM-7KUG9	Esophagus - Mucosa	GTEX-15EO6
SRR8225622	GTEX-15EOM-5013-SM-7MKF9	Esophagus - Mucosa	GTEX-15EOM
SRR8225652	GTEX-15ER7-2126-SM-7939E	Esophagus - Mucosa	GTEX-15ER7
SRR8225669	GTEX-15ETS-1926-SM-7KUN5	Esophagus - Mucosa	GTEX-15ETS
SRR8225682	GTEX-15EU6-1626-SM-6LPKF	Esophagus - Mucosa	GTEX-15EU6
SRR8225689	GTEX-15F5U-0926-SM-6LPKB	Esophagus - Mucosa	GTEX-15F5U
SRR8225703	GTEX-15FZZ-1226-SM-7KUFV	Esophagus - Mucosa	GTEX-15FZZ
SRR8225746	GTEX-15RIE-0826-SM-6M47X	Esophagus - Mucosa	GTEX-15RIE
SRR8225757	GTEX-15RIF-0826-SM-6M47C	Esophagus - Mucosa	GTEX-15RIF
SRR8225778	GTEX-15RJ7-0926-SM-6LPJO	Esophagus - Mucosa	GTEX-15RJ7
SRR8225790	GTEX-15RJE-0926-SM-6LLHZ	Esophagus - Mucosa	GTEX-15RJE
SRR8225804	GTEX-15SB6-0726-SM-6M48F	Esophagus - Mucosa	GTEX-15SB6
SRR8225834	GTEX-15SHU-1426-SM-6LPIN	Esophagus - Mucosa	GTEX-15SHU
SRR8225904	GTEX-15UF6-2326-SM-6M465	Esophagus - Mucosa	GTEX-15UF6
SRR8225912	GTEX-15UF7-0926-SM-6M46F	Esophagus - Mucosa	GTEX-15UF7
SRR8225932	GTEX-169BO-0526-SM-793AK	Esophagus - Mucosa	GTEX-169BO
SRR8225934	GTEX-16A39-1026-SM-6LPJU	Esophagus - Mucosa	GTEX-16A39
SRR8225941	GTEX-16AAH-0726-SM-793A9	Esophagus - Mucosa	GTEX-16AAH
SRR8225963	GTEX-16BQI-1526-SM-6LLIE	Esophagus - Mucosa	GTEX-16BQI
SRR8225993	GTEX-16MT8-1326-SM-6M47R	Esophagus - Mucosa	GTEX-16MT8
SRR8226005	GTEX-16MTA-0826-SM-6LLIC	Esophagus - Mucosa	GTEX-16MTA
SRR8226019	GTEX-16NFA-1026-SM-6M47O	Esophagus - Mucosa	GTEX-16NFA
SRR8226041	GTEX-16NGA-1426-SM-718AC	Esophagus - Mucosa	GTEX-16NGA
SRR8226068	GTEX-16NPX-1626-SM-6LLI5	Esophagus - Mucosa	GTEX-16NPX
SRR8226074	GTEX-16XZY-0926-SM-7938M	Esophagus - Mucosa	GTEX-16XZY
SRR8226127	GTEX-16YQH-1926-SM-6M47L	Esophagus - Mucosa	GTEX-16YQH
SRR8226146	GTEX-16Z82-1926-SM-6M47U	Esophagus - Mucosa	GTEX-16Z82
SRR8226158	GTEX-178AV-0526-SM-6LPJH	Esophagus - Mucosa	GTEX-178AV
SRR8226174	GTEX-17EUY-1426-SM-7938X	Esophagus - Mucosa	GTEX-17EUY
SRR8226227	GTEX-17EVQ-1926-SM-7IGOF	Esophagus - Mucosa	GTEX-17EVQ
SRR8226246	GTEX-17F96-2526-SM-7DHL3	Esophagus - Mucosa	GTEX-17F96
SRR8226285	GTEX-17F98-1726-SM-7938O	Esophagus - Mucosa	GTEX-17F98
SRR8226301	GTEX-17F9E-1926-SM-7IGQF	Esophagus - Mucosa	GTEX-17F9E
SRR8226368	GTEX-17HGU-1426-SM-7938G	Esophagus - Mucosa	GTEX-17HGU
SRR8226385	GTEX-17HHE-0926-SM-7938K	Esophagus - Mucosa	GTEX-17HHE
SRR8226460	GTEX-17JCI-1226-SM-793D9	Esophagus - Mucosa	GTEX-17JCI
SRR8226480	GTEX-17KNJ-1326-SM-7KFTG	Esophagus - Mucosa	GTEX-17KNJ
SRR8226518	GTEX-17MFQ-0526-SM-7KFTX	Esophagus - Mucosa	GTEX-17MFQ
SRR8226545	GTEX-183FY-1526-SM-7IGOW	Esophagus - Mucosa	GTEX-183FY
SRR8226563	GTEX-183WM-1726-SM-7KFT5	Esophagus - Mucosa	GTEX-183WM
SRR8226592	GTEX-18465-1126-SM-7LG6E	Esophagus - Mucosa	GTEX-18465
SRR8226617	GTEX-18A66-1426-SM-7KFRT	Esophagus - Mucosa	GTEX-18A66
SRR8226647	GTEX-18A67-2426-SM-7LT95	Esophagus - Mucosa	GTEX-18A67
SRR8226666	GTEX-18A6Q-1226-SM-7KFS9	Esophagus - Mucosa	GTEX-18A6Q
SRR8226696	GTEX-18A7A-2326-SM-7KFRH	Esophagus - Mucosa	GTEX-18A7A
SRR8226716	GTEX-18D9A-0526-SM-7KFSW	Esophagus - Mucosa	GTEX-18D9A
SRR8226742	GTEX-18D9B-2026-SM-7LT96	Esophagus - Mucosa	GTEX-18D9B
SRR8226762	GTEX-18D9U-2126-SM-7LG4Y	Esophagus - Mucosa	GTEX-18D9U
SRR8226803	GTEX-1A32A-1826-SM-72D5G	Esophagus - Mucosa	GTEX-1A32A
SRR8226822	GTEX-1A3MV-1326-SM-7LG6C	Esophagus - Mucosa	GTEX-1A3MV
SRR8226908	GTEX-1AMEY-0226-SM-7189Q	Esophagus - Mucosa	GTEX-1AMEY
SRR8226924	GTEX-1AMFI-0226-SM-731D5	Esophagus - Mucosa	GTEX-1AMFI
SRR8226956	GTEX-1AX8Y-1326-SM-72D4Y	Esophagus - Mucosa	GTEX-1AX8Y
SRR8227000	GTEX-1AX9I-1426-SM-7DHM8	Esophagus - Mucosa	GTEX-1AX9I
SRR8227021	GTEX-1AX9J-1826-SM-731FM	Esophagus - Mucosa	GTEX-1AX9J
SRR8227037	GTEX-1AX9K-1126-SM-731DQ	Esophagus - Mucosa	GTEX-1AX9K
SRR8227067	GTEX-1AYD5-0926-SM-793AF	Esophagus - Mucosa	GTEX-1AYD5
SRR8227089	GTEX-1B8KE-1826-SM-731FD	Esophagus - Mucosa	GTEX-1B8KE
SRR8227103	GTEX-1B8KZ-0726-SM-7938W	Esophagus - Mucosa	GTEX-1B8KZ
SRR8227182	GTEX-1B932-1826-SM-73KTU	Esophagus - Mucosa	GTEX-1B932
SRR8227201	GTEX-1B933-2026-SM-7EWFC	Esophagus - Mucosa	GTEX-1B933
SRR8227213	GTEX-1B97I-0926-SM-731DZ	Esophagus - Mucosa	GTEX-1B97I
SRR8227239	GTEX-1B98T-1726-SM-731FB	Esophagus - Mucosa	GTEX-1B98T
SRR8227293	GTEX-1C2JI-1126-SM-731FH	Esophagus - Mucosa	GTEX-1C2JI
SRR8227308	GTEX-1C475-0926-SM-7MKFI	Esophagus - Mucosa	GTEX-1C475
SRR8227370	GTEX-1C6VQ-1826-SM-7EWEH	Esophagus - Mucosa	GTEX-1C6VQ
SRR8227446	GTEX-1CB4E-1026-SM-793AB	Esophagus - Mucosa	GTEX-1CB4E
SRR8227462	GTEX-1CB4F-1526-SM-7MKFM	Esophagus - Mucosa	GTEX-1CB4F
SRR8227468	GTEX-1CB4G-1326-SM-7MKFP	Esophagus - Mucosa	GTEX-1CB4G
SRR8227488	GTEX-1CB4I-1026-SM-7MKFZ	Esophagus - Mucosa	GTEX-1CB4I
SRR8227352	GTEX-1C64O-1826-SM-7DHM4	Esophagus - Mucosa	GTEX-1C64O
SRR8227514	GTEX-1E1VI-1526-SM-7IGQ2	Esophagus - Mucosa	GTEX-1E1VI
SRR8227527	GTEX-1EH9U-2426-SM-7EWFG	Esophagus - Mucosa	GTEX-1EH9U
SRR8227546	GTEX-1EMGI-1926-SM-7938Y	Esophagus - Mucosa	GTEX-1EMGI
SRR8227561	GTEX-1EU9M-2326-SM-7MKGS	Esophagus - Mucosa	GTEX-1EU9M
SRR8227570	GTEX-1EWIQ-1526-SM-79OO7	Esophagus - Mucosa	GTEX-1EWIQ
SRR8227575	GTEX-1EX96-2226-SM-7MKGT	Esophagus - Mucosa	GTEX-1EX96
SRR8227579	GTEX-1F5PK-1526-SM-7MKGV	Esophagus - Mucosa	GTEX-1F5PK
SRR8227588	GTEX-1F75I-1726-SM-7MKGW	Esophagus - Mucosa	GTEX-1F75I
SRR8227590	GTEX-1F88F-1126-SM-7MKHL	Esophagus - Mucosa	GTEX-1F88F
SRR8227597	GTEX-1GL5R-1526-SM-7MKHO	Esophagus - Mucosa	GTEX-1GL5R
SRR8221314	GTEX-13OVK-0426-SM-7KFT8	Spleen	GTEX-13OVK
SRR8222640	GTEX-14BMU-0426-SM-73KYT	Spleen	GTEX-14BMU
SRR8222813	GTEX-14E1K-0126-SM-664NL	Spleen	GTEX-14E1K
SRR8222942	GTEX-14ICL-0126-SM-664NG	Spleen	GTEX-14ICL
SRR8222978	GTEX-14JG6-0226-SM-6872A	Spleen	GTEX-14JG6
SRR8223126	GTEX-14PJ4-0526-SM-6871G	Spleen	GTEX-14PJ4
SRR8223147	GTEX-14PJ5-0326-SM-664OD	Spleen	GTEX-14PJ5
SRR8223158	GTEX-14PJ6-0226-SM-6AJ9K	Spleen	GTEX-14PJ6
SRR8223243	GTEX-14PK6-0526-SM-69LOF	Spleen	GTEX-14PK6
SRR8223263	GTEX-14PKU-0526-SM-6871A	Spleen	GTEX-14PKU
SRR8225346	GTEX-14PN3-0226-SM-6871K	Spleen	GTEX-14PN3
SRR8225416	GTEX-15CHC-0726-SM-6AJ9D	Spleen	GTEX-15CHC
SRR8225447	GTEX-15CHQ-1226-SM-6ETZL	Spleen	GTEX-15CHQ
SRR8225568	GTEX-15DYW-1426-SM-6LPIW	Spleen	GTEX-15DYW
SRR8225583	GTEX-15DZA-0126-SM-6PAMV	Spleen	GTEX-15DZA
SRR8225646	GTEX-15ER7-1526-SM-6LLHO	Spleen	GTEX-15ER7
SRR8225673	GTEX-15ETS-3126-SM-6LPKN	Spleen	GTEX-15ETS
SRR8225687	GTEX-15F5U-0126-SM-6LPKA	Spleen	GTEX-15F5U
SRR8225755	GTEX-15RIF-0526-SM-6LLI2	Spleen	GTEX-15RIF
SRR8225767	GTEX-15RIG-0126-SM-6PAN4	Spleen	GTEX-15RIG
SRR8225772	GTEX-15RJ7-0126-SM-6LPJN	Spleen	GTEX-15RJ7
SRR8225801	GTEX-15SB6-0126-SM-6LPJR	Spleen	GTEX-15SB6
SRR8225812	GTEX-15SDE-0126-SM-793BA	Spleen	GTEX-15SDE
SRR8225844	GTEX-15SHV-0126-SM-6LPIS	Spleen	GTEX-15SHV
SRR8225916	GTEX-15UF7-1926-SM-6LPJT	Spleen	GTEX-15UF7
SRR8225996	GTEX-16MT8-1826-SM-7EWE8	Spleen	GTEX-16MT8
SRR8226003	GTEX-16MT9-1726-SM-6M47P	Spleen	GTEX-16MT9
SRR8226070	GTEX-16XZY-0126-SM-7IGQ9	Spleen	GTEX-16XZY
SRR8226240	GTEX-17F96-1426-SM-7IGQA	Spleen	GTEX-17F96
SRR8226265	GTEX-17F97-1626-SM-72D6W	Spleen	GTEX-17F97
SRR8226295	GTEX-17F9E-1126-SM-79OMO	Spleen	GTEX-17F9E
SRR8226318	GTEX-17GQL-0126-SM-72D5Q	Spleen	GTEX-17GQL
SRR8226379	GTEX-17HHE-0326-SM-793BH	Spleen	GTEX-17HHE
SRR8226620	GTEX-18A66-1826-SM-7KFSU	Spleen	GTEX-18A66
SRR8226641	GTEX-18A67-1526-SM-7LG6F	Spleen	GTEX-18A67
SRR8226811	GTEX-1A3MV-0126-SM-731FQ	Spleen	GTEX-1A3MV
SRR8226931	GTEX-1AMFI-0926-SM-731E4	Spleen	GTEX-1AMFI
SRR8226951	GTEX-1AX8Y-0826-SM-731EV	Spleen	GTEX-1AX8Y
SRR8227028	GTEX-1AX9K-0226-SM-793CM	Spleen	GTEX-1AX9K
SRR8225928	GTEX-169BO-0126-SM-79OLS	Spleen	GTEX-169BO
SRR8227065	GTEX-1AYD5-0226-SM-79ONV	Spleen	GTEX-1AYD5
SRR8227098	GTEX-1B8KZ-0226-SM-7EWF6	Spleen	GTEX-1B8KZ
SRR8227206	GTEX-1B97I-0126-SM-731DH	Spleen	GTEX-1B97I
SRR8227229	GTEX-1B97J-1926-SM-7IGQB	Spleen	GTEX-1B97J
SRR8227322	GTEX-1C4CL-0626-SM-731DM	Spleen	GTEX-1C4CL
SRR8227350	GTEX-1C64O-1626-SM-731EN	Spleen	GTEX-1C64O
SRR8227372	GTEX-1C6VQ-2126-SM-7IGNL	Spleen	GTEX-1C6VQ
SRR8227440	GTEX-1CB4E-0126-SM-7DHMX	Spleen	GTEX-1CB4E
SRR8227453	GTEX-1CB4F-0226-SM-7EPHS	Spleen	GTEX-1CB4F
SRR8227490	GTEX-1CB4I-1426-SM-79OLZ	Spleen	GTEX-1CB4I
SRR8227591	GTEX-1FIGZ-0126-SM-7MKGZ	Spleen	GTEX-1FIGZ
SRR8221322	GTEX-13OVK-1826-SM-6PALE	Minor Salivary Gland	GTEX-13OVK
SRR8222833	GTEX-14E1K-2626-SM-664OJ	Minor Salivary Gland	GTEX-14E1K
SRR8223015	GTEX-14JIY-3026-SM-6EU1R	Minor Salivary Gland	GTEX-14JIY
SRR8223114	GTEX-14PJ3-1526-SM-664O9	Minor Salivary Gland	GTEX-14PJ3
SRR8223214	GTEX-14PJN-1726-SM-69LO7	Minor Salivary Gland	GTEX-14PJN
SRR8225382	GTEX-14PN4-2526-SM-686ZG	Minor Salivary Gland	GTEX-14PN4
SRR8225419	GTEX-15CHC-1226-SM-686ZH	Minor Salivary Gland	GTEX-15CHC
SRR8225686	GTEX-15EU6-2626-SM-7KUN4	Minor Salivary Gland	GTEX-15EU6
SRR8225798	GTEX-15RJE-2726-SM-6LPJ1	Minor Salivary Gland	GTEX-15RJE
SRR8225854	GTEX-15SHV-2226-SM-6M464	Minor Salivary Gland	GTEX-15SHV
SRR8226024	GTEX-16NFA-1626-SM-7KUES	Minor Salivary Gland	GTEX-16NFA
SRR8226164	GTEX-178AV-1426-SM-6LLID	Minor Salivary Gland	GTEX-178AV
SRR8226493	GTEX-17KNJ-2726-SM-7KFRE	Minor Salivary Gland	GTEX-17KNJ
SRR8226528	GTEX-17MFQ-1626-SM-7938Z	Minor Salivary Gland	GTEX-17MFQ
SRR8226633	GTEX-18A67-0626-SM-7KFSL	Minor Salivary Gland	GTEX-18A67
SRR8226711	GTEX-18A7B-2826-SM-7KFTK	Minor Salivary Gland	GTEX-18A7B
SRR8226763	GTEX-18D9U-2226-SM-7KFTN	Minor Salivary Gland	GTEX-18D9U
SRR8226768	GTEX-18QFQ-0626-SM-718AW	Minor Salivary Gland	GTEX-18QFQ
SRR8226826	GTEX-1A3MV-1726-SM-72D68	Minor Salivary Gland	GTEX-1A3MV
SRR8226916	GTEX-1AMEY-1126-SM-72D79	Minor Salivary Gland	GTEX-1AMEY
SRR8226968	GTEX-1AX8Z-0626-SM-731EH	Minor Salivary Gland	GTEX-1AX8Z
SRR8227043	GTEX-1AX9K-2126-SM-72D7K	Minor Salivary Gland	GTEX-1AX9K
SRR8227112	GTEX-1B8KZ-1726-SM-73KV7	Minor Salivary Gland	GTEX-1B8KZ
SRR8227147	GTEX-1B8SF-1826-SM-731DJ	Minor Salivary Gland	GTEX-1B8SF
SRR8227173	GTEX-1B932-0626-SM-731EM	Minor Salivary Gland	GTEX-1B932
SRR8227230	GTEX-1B97J-2126-SM-79OL6	Minor Salivary Gland	GTEX-1B97J
SRR8227236	GTEX-1B98T-1026-SM-79OL8	Minor Salivary Gland	GTEX-1B98T
SRR8227330	GTEX-1C4CL-2026-SM-731EB	Minor Salivary Gland	GTEX-1C4CL
SRR8227337	GTEX-1C64N-2926-SM-79OLM	Minor Salivary Gland	GTEX-1C64N
SRR8227342	GTEX-1C64O-0626-SM-7DHL1	Minor Salivary Gland	GTEX-1C64O
SRR8227495	GTEX-1CB4I-2526-SM-7MKG1	Minor Salivary Gland	GTEX-1CB4I
SRR8227530	GTEX-1EH9U-2926-SM-7DHLX	Minor Salivary Gland	GTEX-1EH9U
SRR8227600	GTEX-1GMR2-2026-SM-7MKHK	Minor Salivary Gland	GTEX-1GMR2
SRR8227606	GTEX-1GPI7-0326-SM-7MKH6	Minor Salivary Gland	GTEX-1GPI7
SRR8219401	GTEX-1212Z-2626-SM-5YY8P	Muscle - Skeletal	GTEX-1212Z
SRR8219669	GTEX-12WSF-0926-SM-6PALU	Muscle - Skeletal	GTEX-12WSF
SRR8219830	GTEX-12WSN-5022-SM-7DHN6	Muscle - Skeletal	GTEX-12WSN
SRR8219990	GTEX-13113-5019-SM-7EPH2	Muscle - Skeletal	GTEX-13113
SRR8221323	GTEX-13OVK-1926-SM-6M48G	Muscle - Skeletal	GTEX-13OVK
SRR8221659	GTEX-13RTJ-2726-SM-73KVG	Muscle - Skeletal	GTEX-13RTJ
SRR8221678	GTEX-13RTL-0326-SM-7LT89	Muscle - Skeletal	GTEX-13RTL
SRR8221878	GTEX-13X6H-2326-SM-7EWEB	Muscle - Skeletal	GTEX-13X6H
SRR8221909	GTEX-13X6J-0326-SM-7EPGD	Muscle - Skeletal	GTEX-13X6J
SRR8222156	GTEX-145ME-5016-SM-7938P	Muscle - Skeletal	GTEX-145ME
SRR8222176	GTEX-145MG-0226-SM-5TDDB	Muscle - Skeletal	GTEX-145MG
SRR8222358	GTEX-147F4-0326-SM-5TDCK	Muscle - Skeletal	GTEX-147F4
SRR8222397	GTEX-147JS-0526-SM-5TDD3	Muscle - Skeletal	GTEX-147JS
SRR8222380	GTEX-147GR-0126-SM-62LER	Muscle - Skeletal	GTEX-147GR
SRR8222498	GTEX-14A6H-5019-SM-793DH	Muscle - Skeletal	GTEX-14A6H
SRR8222507	GTEX-14ABY-0126-SM-62LDI	Muscle - Skeletal	GTEX-14ABY
SRR8222689	GTEX-14C38-0426-SM-5TDDZ	Muscle - Skeletal	GTEX-14C38
SRR8222742	GTEX-14C5O-0626-SM-664N2	Muscle - Skeletal	GTEX-14C5O
SRR8222768	GTEX-14DAQ-0326-SM-664MR	Muscle - Skeletal	GTEX-14DAQ
SRR8222807	GTEX-14DAR-1826-SM-664N1	Muscle - Skeletal	GTEX-14DAR
SRR8222831	GTEX-14E1K-2326-SM-664MP	Muscle - Skeletal	GTEX-14E1K
SRR8222848	GTEX-14E6C-1526-SM-664ND	Muscle - Skeletal	GTEX-14E6C
SRR8222861	GTEX-14E6D-0326-SM-62LDX	Muscle - Skeletal	GTEX-14E6D
SRR8222887	GTEX-14E6E-2026-SM-664N5	Muscle - Skeletal	GTEX-14E6E
SRR8222923	GTEX-14H4A-0926-SM-5ZZUU	Muscle - Skeletal	GTEX-14H4A
SRR8222964	GTEX-14JG1-0126-SM-5ZZUP	Muscle - Skeletal	GTEX-14JG1
SRR8222992	GTEX-14JG6-2126-SM-6EU2F	Muscle - Skeletal	GTEX-14JG6
SRR8223005	GTEX-14JIY-0426-SM-62LF7	Muscle - Skeletal	GTEX-14JIY
SRR8223026	GTEX-14LLW-0526-SM-62LFB	Muscle - Skeletal	GTEX-14LLW
SRR8223043	GTEX-14LZ3-0626-SM-5ZZWP	Muscle - Skeletal	GTEX-14LZ3
SRR8223087	GTEX-14PII-0626-SM-69LPY	Muscle - Skeletal	GTEX-14PII
SRR8223092	GTEX-14PJ2-0326-SM-6EU2Q	Muscle - Skeletal	GTEX-14PJ2
SRR8223119	GTEX-14PJ3-2026-SM-5ZZVK	Muscle - Skeletal	GTEX-14PJ3
SRR8223143	GTEX-14PJ4-2426-SM-6EU1U	Muscle - Skeletal	GTEX-14PJ4
SRR8223156	GTEX-14PJ5-2026-SM-6LLIN	Muscle - Skeletal	GTEX-14PJ5
SRR8223173	GTEX-14PJ6-2326-SM-6ETZR	Muscle - Skeletal	GTEX-14PJ6
SRR8223187	GTEX-14PJM-0426-SM-5ZZVN	Muscle - Skeletal	GTEX-14PJM
SRR8223216	GTEX-14PJN-2126-SM-6AJBM	Muscle - Skeletal	GTEX-14PJN
SRR8223228	GTEX-14PJO-0526-SM-6EU2O	Muscle - Skeletal	GTEX-14PJO
SRR8223257	GTEX-14PK6-2126-SM-6ETZV	Muscle - Skeletal	GTEX-14PK6
SRR8225375	GTEX-14PN4-0326-SM-6EU2N	Muscle - Skeletal	GTEX-14PN4
SRR8225392	GTEX-14PQA-0526-SM-7KUFS	Muscle - Skeletal	GTEX-14PQA
SRR8225408	GTEX-14XAO-2226-SM-6LLHU	Muscle - Skeletal	GTEX-14XAO
SRR8225425	GTEX-15CHC-2426-SM-6EU22	Muscle - Skeletal	GTEX-15CHC
SRR8225444	GTEX-15CHQ-0726-SM-6EU18	Muscle - Skeletal	GTEX-15CHQ
SRR8225466	GTEX-15CHR-2426-SM-7DUFX	Muscle - Skeletal	GTEX-15CHR
SRR8225482	GTEX-15CHS-0526-SM-6EU2D	Muscle - Skeletal	GTEX-15CHS
SRR8225498	GTEX-15D79-0526-SM-6ETZP	Muscle - Skeletal	GTEX-15D79
SRR8225516	GTEX-15DCD-0626-SM-7KUG7	Muscle - Skeletal	GTEX-15DCD
SRR8225525	GTEX-15DCZ-0526-SM-686Z3	Muscle - Skeletal	GTEX-15DCZ
SRR8225546	GTEX-15DDE-0526-SM-6ETZQ	Muscle - Skeletal	GTEX-15DDE
SRR8225593	GTEX-15DZA-2026-SM-6PANE	Muscle - Skeletal	GTEX-15DZA
SRR8225609	GTEX-15EO6-2826-SM-6PANB	Muscle - Skeletal	GTEX-15EO6
SRR8225614	GTEX-15EOM-0326-SM-6LLJH	Muscle - Skeletal	GTEX-15EOM
